text_no_emoji,lang,translated_text
dale rosyyyyy te amamos este siiiiiii queen,fi,GIVE ROSYYYYY WE LOVE YOU THIS SIIIIII QUEEN
fr,da,fr
thank fr,en,thank fr
yes chef,en,yes chef
bro like greek god video never ending,af,bro like greek god video never ending
thanks,en,thanks
could would even complain,en,could would even complain
crikey,en,crikey
someone go check rosalia,it,someone go check rosalia
נו מההההההה התעלפתי ביי ביי ביי ביי,he,"Well hated, I passed out bye bye bye bye"
comments,fr,comments
help,nl,help
mijo quespues,es,Mijo Ques
yes et il besoin de sa maman je pense je suis sa maman,fr,Yes and he needs his mom I think I am his mom
okay lip okay,tl,okay lip okay
see window,af,see window
e però così,ca,and this so
la rosalia,es,Rosalia
jajajjajaja te amo,sl,hahahahaha I love you
comments killing,en,comments killing
hahahahah,so,Hahahahah
ik hem net opgeslagen mijn hoofd xd,nl,I just saved him my head xd
ormai è un trend,it,It is now a trend
yapıyorsun bu sanatı,tr,You are doing this art
yes chef ugh,cy,yes chef ugh
yes chef,cy,Yes chef
film grain ughhhhh,en,film grain ughhhhh
comments disappointing,fr,comments disappointing
comments,fr,comments
lip cosa ci combini,it,lip what you combine
rosalia get,it,rosalia get
watched times row hubby getting suspicious,en,watched times row hubby getting suspicious
get,nl,get
comment section ist pure gold,fr,comment section ist pure gold
maronna mia,fi,Maronna Mia
still wait like,af,still wait like
comments,fr,comments
te quedes,es,You stay
perfect soundtrackalso,en,perfect soundtrackalso
totalmente io sto morendo,it,totally I'm dying
never recover,en,never recover
ora muoio eh,pt,now I die eh
хорош,ru,good
become like,en,become like
thank,en,thank
rosiiiiii estás comiendo,es,Rosiiiii you are eating
yea,tr,yea
thanks ck,en,thanks ck
yes chef comments,fr,yes chef comments
peccato,it,Sin
sheeesshshhhhshhsshshshshxbsidnodcjwixnndjsiss,sq,sheesshshhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhH
yo digo que en efecto que quisiera ser un tal rauw en estos días tan complicados jajaja,es,I say that in fact I would like to be a rauw in these complicated days hahaha
ya te entendemos rosalia,es,We already understand you Rosalia
rosalia come chido,it,Rosalia like Chido
thought,en,thought
porque dura tanto este video,es,Because this video lasts
yo menos respeto más rosalia,es,I less respect more Rosalia
yep,tr,yep
man man man,tl,Man man
cest quil faut invoquer ici,fr,It is necessary to invoke here
rosalia es el verdadero quien pudiera jajaja,es,Rosalia is the real one who could hahaha
help fallen cannot get,nl,help fallen cannot get
ummmmmmmmmmmmmmmmmmmmm,da,ummmmmmmmmgr formgrimmmmmpmpm
ho visto talmente tante volte questo video che praticamente è diventato un film lungo tre ore forse una trilogia,it,I have seen so many times this video that has practically become a three -hour long film perhaps a trilogy
rosalia en,es,Rosal I don't
cuanto puede esconder un mandil,es,how much can hide a mandil
good lord,so,good lord
many times watched,en,many times watched
yes chef,cy,Yes chef
ok lip,tl,ok lip
come te ne esci muoio,it,like you go out I die
ecco io non credo di sentirmi proprio benissimo,it,Here I don't think I feel very well
seasons,en,seasons
ehi male mi sento,et,Hey badly I feel
like roman god statue,hr,like roman god statue
parece el de ratatui,ro,It looks like that of Ratatouille
lip,tl,lip
capiamo,it,we understand
publicidad que se siente,es,advertising you feel
cuánto dura el video,es,how long does the video last
limit exist,ro,limit exist
por qué el vídeo dura tres horas,es,Why the video lasts three hours
cheating asking friend,en,cheating asking friend
rosalía reinota,es,Rosala's Kingdom
hot want,af,hot want
calvin work,en,calvin work
solo es blanco,es,It's just white
weird watched like million yes chef damn lip,en,weird watched like million yes chef damn lip
gene wilder get underwear modeling gig,de,gene wilder get underwear modeling gig
te entendemos rosalía,es,We understand you Rosalia
oooooo,so,Oooooo
anj,hr,anj
pregunten el color de nada,es,Ask the color of nothing
wearing talk,tl,wearing talk
comment,fr,comment
la rosi comiendo ricolino,it,La Rosi eating ricolino
crying eyes,en,crying eyes
grown ass middle aged womanand want tape poster bedroom wall,en,grown ass middle aged womanand want tape poster bedroom wall
come mal la rosalia,it,Like bad Rosalia
oh myyyyyy,fi,oh salesyyyy
te entiendo rosy,es,I understand you Rosy
wooo weeeeeee,nl,Wooo Weeeeeee
yes chef,cy,Yes chef
good god,cy,good god
need cold shower watching,en,need cold shower watching
jesus christ rethinking standards man,en,jesus christ rethinking standards man
вот,mk,Here
holy hell,cy,holy hell
sell underwear instead houses,de,sell underwear instead houses
looks delicious,es,looks delicious
tampoco gusta,pt,either like
chau rauw,cy,chau raw
yes chef,cy,Yes chef
por q dura horas este video,pt,Why lasts this video
would like thank videographer glorious cake presented,en,would like thank videographer glorious cake presented
deceased,ro,deceased
gah dam,id,Gah dam
todo eso se lo come la rosalia,es,All that is eaten by Rosalia
get rosalia,hu,get rosalia
name song,tl,name song
omg,sv,omg
provecho,sk,advantage
thank,en,thank
arte,ro,art
name bond,en,name bond
sinceramente um bem pra humanidade,pt,sincerely a good for humanity
fizeram pelas garotas,lv,fizeram pelas garotas
não parem nunca,pt,never stop
hey go anywhere want,en,hey go anywhere want
yo,tr,yo
super,ro,super
repeat say yes chef,en,repeat say yes chef
kind rewind,af,kind rewind
hope someone gay awakening,en,hope someone gay awakening
anyone notice dood grow end,en,anyone notice dood grow end
help,nl,help
want underwear,de,want underwear
best,af,best
yo digo que simón,es,I say Simon
alguien más vino ver los comentarios de felicitación la rosalia,es,Someone else came to see the congratulation comments La Rosalia
estas en todas mi bb,es,You are in all my bb
ya era,tr,It was already
oh well done,cy,oh well done
yep perfect brand mean come,en,yep perfect brand mean come
que vivan los hombres,es,that men live
want couch,en,want couch
yesssss cheeefffff,en,yesssss cheeefffff
increíble ese hombre,es,Incredible that man
rosalía es una mujer bendecida,es,Rosalia is a blessed woman
spill mama,tl,Play mama
hubba hubba,sw,hubba hubba
oye mami tú ya ganasteis enero por qué,es,Hey mommy you already won January why
ck eu aceito algo assim pelos mais de anos que vivo com ck one,pt,CK I accept something like this for the more than years I live with CK One
sexy,ca,sexy
pero rosalía,es,Pero Rosalía
te amoooo,et,I love you
white color white,en,white color white
la favorita de dios,it,God's favorite
illegal,it,illegal
necesito mas,it,I need more
repeat loop,ro,repeat loop
yes chef yes chef,cy,Yes Chef Yes Chef
chill exs baby mamas watching,en,chill exs baby mamas watching
puede llevar mi si se confunde jajsjs,es,can carry my if hahaha is confused
regular fan vaginas general props marketing department,nl,regular fan vaginas general props marketing department
miren la rosi ya puso su huella,es,Look at the rosi already put their footprint
officially pregnant,en,officially pregnant
statement,nl,statement
cristina si è arrampicata sul grattacielo chi la recupera più mo,it,Cristina climbed on the skyscraper who recovers more mo
ay cosita,es,Ay Cosita
grazie lip,pl,Thanks Lip
think cool chin,en,think cool chin
tank top looks much thicker one calvin klein website,en,tank top looks much thicker one calvin klein website
long jack modelling ck,sv,long jack modelling ck
damn lip,id,damn lip
rosalía,es,rosalia
good way,so,good way
rosalia ahora si mi amor eso si es carne de primera,it,Rosalia now if my love that is first flesh
le e visto un huevo,it,I have seen an egg
te entiendo rosalía,es,I understand you Rosalia
pero si ese man es hermoso,es,But if that man is beautiful
si es hermoso soporta,it,If it's beautiful he supports
dio mio santissimo voi siete pazzi illegale totale,it,my God very holy you are pazzi illegal total
ummmmm,pt,Ummmmm
quedé,fr,I stayed
geová gzus,sk,Geová Gzus
chef tasting menu one please,en,chef tasting menu one please
best couple goodness,fr,best couple goodness
di algo por favor,it,give something please
died,af,died
waiting,sw,waiting
like gratitude journal video must opened every day brighter life,da,like gratitude journal video must opened every day brighter life
thank,en,thank
comments,fr,comments
tell boyfriend,af,tell boyfriend
dude wife app,en,dude wife app
god dammit,cy,god dammit
god dammit,cy,god dammit
non ho parole,tl,I am speechless
entire series casual pullups rooftops different cities please thank,en,entire series casual pullups rooftops different cities please thank
god bless america whatever say,en,god bless america whatever say
seems little odd got underwear,de,seems little odd got underwear
lort,es,Shit
naaaaa es real,so,Naaaa is real
best campaign years,en,best campaign years
rosalíagirl,es,Rosalígirl
rosalía yo siempre te entendí,es,Rosalia I always understood you
omg,sv,omg
helllooo,et,Helluo
made,so,made
good lord,so,good lord
comments,fr,comments
yes chef indeed,en,yes chef indeed
somebody working damn,af,somebody working damn
ahora ya entiendo la tiktoks rosalía también,es,Now I understand the Tiktoks Rosalia too
lip upped game,en,lip upped game
nos estás flipando,es,You are freaking us away
pacco,it,package
female gaze,hu,female gaze
vhs tape would worn already,en,vhs tape would worn already
thought gene wilders willy wonka gone wild,en,thought gene wilders willy wonka gone wild
shoot dang,so,shoot dang
heard,en,heard
hhahahha,so,hhahahha
yes chef,cy,Yes chef
well hello pregnant,it,well hello pregnant
che pezzo di figo,it,what a piece of cool
legale,hu,link
right,en,right
video never ends good production need never enough,nl,video never ends good production need never enough
married women married,nl,married women married
ahhhhhh omlllll eyes body,cy,ahhhhhh omlllll eyes body
whatever want jer whatever,en,whatever want jer whatever
che siete grulli mamma mia,it,that you are grulli mamma mia
thank,en,thank
omg,sv,omg
eyes started glaze yet cannot stop watching disgusted also impressed,en,eyes started glaze yet cannot stop watching disgusted also impressed
tra traa,vi,between Traa
girlfriend,af,girlfriend
yo veo el like,tr,I see the like
marky mark era,so,marky mark era
digo uo tiene sentido,it,I say uo makes sense
made better wife,de,made better wife
right shameless screamin lungs ya afraid face need want,en,right shameless screamin lungs ya afraid face need want
sympa le plot de ta serie,fr,Nice plot of your series
play funeral,es,play funeral
tks,fi,tks
picked phineas ferb ad,en,picked phineas ferb ad
new muscle watch every,en,new muscle watch every
raise marketing,fi,raise marketing
dayuuuumm,so,dayuuumm
girl,tr,girl
right,en,right
amo tu e itta sang,it,I love you and itta sang
favorite part vid seeing every one friends comment,en,favorite part vid seeing every one friends comment
madre míaesto espufff demasiado,es,My ESPUFFF Mother too much
si al amore,it,yes to love
comment,fr,comment
real,ro,real
ok new obsession,en,ok new obsession
need euthanized completely feral,en,need euthanized completely feral
núuuuuu,fi,nuuuuuuuel
la rosalía,es,The Rosalia
perfection,en,perfection
need shake hands creative director,en,need shake hands creative director
que locura es madre mía de mi vida de mi corazónwouuu,es,What madness is my mother from my heartwouuu
yes chef,cy,Yes chef
need help cannot stop watching,en,need help cannot stop watching
porca troia,pt,slutty
yes chef,cy,Yes chef
thank,en,thank
woah,pl,woah
need bad,so,need bad
yes chef,cy,Yes chef
need pants mean one wore,en,need pants mean one wore
ohh gawshhh,cy,ohh gawshhh
watched private,en,watched private
like,et,like
enamoré,sk,I fell in love
see florence hahahahaha,so,See Florence hahahahaha
que vivan los hombres,es,that men live
died,af,died
sim chef,de,yes chef
win anything early birthday present thanks,en,win anything early birthday present thanks
one sent orbit,it,one sent orbit
ziona vola altissimo,it,Tione flies very high
ehh,et,Ehh
ahora entiendo rosalia jajajaja,fi,Now I understand Rosalia hahahaha
love thing keep grind,en,love thing keep grind
qué les costaba darnos un jk así de regalo antes de que fuera al sm,es,What was hard for them to give us such a gift before the SM
want die come back pair,en,want die come back pair
slipped right chair,en,slipped right chair
hope good,af,hope good
yes,tr,yes
ahora entiendo rosalia,es,Now I understand Rosalia
epreganado sis lololl cannot shits loop lmao,en,epreganado sis lololl cannot shits loop lmao
great wet,af,great wet
rocks,sv,rocks
obvio entendemos la rosalia,es,Obviously we understand the Rosalia
limit exist,ro,limit exist
hours long,en,hours long
oh know,en,oh know
know better video comments,en,know better video comments
mis respetos,pt,My respects
love song,no,love song
oh god good,cy,oh god good
baalağqudggrrufffd,so,Baalağqudggrrufffd
yes chef,cy,Yes chef
ahora te entiendo rosalía,es,Now I understand you Rosalia
rosalia mana que éxitos,es,Rosalia Mana What successes
female gaze,hu,female gaze
looks like dates,et,looks like dates
thid insane,en,thid insane
díos mío,pt,dies
amo raúl jjjj pero,sk,I love Raúl Jjjj but
te felicito rosalia,it,I congratulate you Rosalia
hahahah yo creo que chuck bass también le hubiera salido bien gg,es,hahahah I think Chuck Bass would also have gone well gg
jesus christ need run confessions church,en,jesus christ need run confessions church
rosalía se está comiendo todo eso good,es,Rosalia is eating all that good
purrrrrrr,sq,purrrrrrr
oh rosalia,fi,oh rosalia
oml,sv,oml
yes chef,cy,Yes chef
yes chef,cy,Yes chef
yes chef,en,yes chef
better man,no,better man
holy mother god,en,holy mother god
rosalias boyfriend,lt,rosalias boyfriend
think rosalia smart overall,en,think rosalia smart overall
insane,tl,insane
love start going,en,love start going
nada mal el amigo,so,Not bad the friend
siempre te entendí rosii,es,I always understood rosii
calvin knew,en,calvin knew
pues mí gusta,ca,"Well, I like it"
lip,tl,lip
cannot breathe,en,cannot breathe
jajajajaja,sl,ha ha ha
free,en,free
hungry,vi,hungry
song fit go like definitely,no,song fit go like definitely
thank calvin klein starting marketing ad ever,en,thank calvin klein starting marketing ad ever
llama al ciento doce,es,Call one hundred twelve
estado liquido,es,Liquid state
ok rosalía ahora te entiendo,es,ok Rosalia now I understand you
que bien come,es,How well eat
deus abençoe,ca,God blesses
gosh good,so,gosh good
broke watch,af,broke watch
yes chef,cy,Yes chef
limit,sq,limit
comments,fr,comments
instead giving us another szn bear,en,instead giving us another szn bear
think realtors consider marketing approach willing buy whole building,en,think realtors consider marketing approach willing buy whole building
ufficialmente ibiza,it,officially Ibiza
ya mejor mátanos ck,es,already better ck
check comments,fr,check comments
tubes untied,lv,tubes untied
si chef,it,Yes chef
ask color anything,en,ask color anything
cannot stop watching,en,cannot stop watching
bonito cuerpo bonitos calzoncillos nada más,es,Nice body pretty underpants just
navel,sl,navel
מתה שרוסליה בלייק,he,Died Rossia Blake
yes chef,cy,Yes chef
oh damn,id,oh damn
ladies got swing underwear circle one,en,ladies got swing underwear circle one
va bene lo stesssooooo,af,the stessooooo is fine
sound ovaries exploding,en,sound ovaries exploding
deus abençoe,pt,God blesses
daddy sorrydaddy,cy,daddy sorrydaddy
win,pl,win
yes chef,en,yes chef
cannot breathe,en,cannot breathe
watched twice,en,watched twice
damn lip,id,damn lip
sí le ando drenando todo,es,Yes I am draining everything
dayuuummmm rosalía knows pick,en,dayuuummmm rosalía knows pick
estce que lui un bébé à tes yeux,fr,Do you have a baby in your eyes
thank calvin klein thank,en,thank calvin klein thank
well together,en,well together
girlies girlinggggg,no,girlies girlinggggg
need shower holy water,en,need shower holy water
thought might appreciate,en,thought might appreciate
definitely,it,definitely
yum,sw,yum
comments section course,fr,comments section course
known possible trans women ovulate,en,known possible trans women ovulate
watched loop since yesterday damn amazing ,en,watched loop since yesterday damn amazing 
bro chill,it,bro chill
uuummmmmmm,fi,uuummmmmmmmm
un sueño,es,A dream
por los hijos perdidos de la sayona morí muerta morida inerte,es,For the lost children of the Sayona I died dead inner
um hello,de,a Hello
yes chef,cy,Yes chef
yessss,fi,yessss
rosalia si que empezaste bien el,es,Rosalia if you started the
pregnant,it,pregnant
far much living comments,en,far much living comments
menudo el lip,es,What the lip
stiamo molto calmi,it,We are very calm
hahahah poi che non ti penso,id,hahahah then I don't think of you
comments everything wanted,en,comments everything wanted
jeremy thought talked,en,jeremy thought talked
thank chef,en,thank chef
buenos dias que vivan los hombres este comercial de calvin klein con jeremy,es,Good morning that men live this commercial of Calvin Klein with Jeremy
el video más largo de la historia,es,The longest video in history
que bien come la rosalia,es,How good the Rosalia eats
wonderful,af,wonderful
many feelings,en,many feelings
daaaaaaang,so,daaaaaaang
ahhhhaahhahah,so,Ahhhhahahahah
lost words,af,lost words
l ho visto dio boia,it,I saw him God executioner
io non,it,I don't
vedo sapori,sk,I see flavors
holy moley,cy,holy moley
nobody ask color anything,en,nobody ask color anything
yussis pause tv,lt,yussis pause tv
wow,pl,wow
meu deus que homem,fr,My God that man
thank ck,en,thank ck
whoa,en,whoa
applause applaud,fr,applause applaud
jesus christ,sk,jesus christ
jajaja yo,fi,hahaha I
comment section gold,fr,comment section gold
דמעות,he,Tears
hole end video legs makes,no,hole end video legs makes
white,en,white
perdio el sentio,it,I lost the sensio
yes chef,cy,Yes chef
cannot stop watching,en,cannot stop watching
start right way,en,start right way
dice lo rosi,it,Rosi says
love comment section,fr,love comment section
dude opening short king season bro time shine,en,dude opening short king season bro time shine
love,sl,love
makes old girl feel young,tr,makes old girl feel young
song reminds taylors eras tour pre show song one last ones,en,song reminds taylors eras tour pre show song one last ones
siento mareada,es,I feel dizzy
yes please,en,yes please
ate mean ate,en,ate mean ate
cest fou,fr,it's crazy
rosalia te entiendo girl,es,Rosalia I understand you girl
qué bonitos ojos,pt,What a beautiful eyes
daddy,cy,daddy
oh gallagher,cy,oh gallagher
ha somehow,so,ha somehow
shew calm calvin klein,en,shew calm calvin klein
help,nl,help
rosiii como te entiendo,es,Rosiii as I understand you
vos sabes,lt,You know
thank much,en,thank much
dear lord,es,dear lord
impure thoughts,en,impure thoughts
omg finished watching times watch,en,omg finished watching times watch
guys knew one,en,guys knew one
pull,fi,pull
definitely sexy shirt,en,definitely sexy shirt
te entiendo rosalia,es,I understand you Rosalia
testoy viendo,af,Testoy seeing
excellent,ca,excellent
très intéressant,fr,very interesting
cosa,es,What
riprodotto volte,it,reproduced times
limit exist,ro,limit exist
penso di poter morire felice,it,I think I can die happy
look instagram viewing time limited minutes day basically watch,en,look instagram viewing time limited minutes day basically watch
se si potesse tatuare una,it,If one could tattoo one
embarrassed admit many times watched,en,embarrassed admit many times watched
uhm drooling respectfully,en,uhm drooling respectfully
going need go,af,going need go
te miro te observo te analizo te respeto,it,I look at you I observe you I respect you
thank,en,thank
jungkook,et,jungkook
бесстыжий,ru,shameless
unwell,cy,unwell
pensé que era timoti como se escriba jajajajajaj,es,I thought it was Timoti as writing hahaha
still watched show nice pants though,en,still watched show nice pants though
crazy world works ay,pl,Crazy World Works is
ahahahahah,so,ahahahahah
video hours long,en,video hours long
mi flaco,ro,My skinny
meow,pl,meow
type stop watching times,en,type stop watching times
line cook hot,en,line cook hot
devo comprare un centinaio di boxer,it,I have to buy a hundred boxers
love chose feature adult,ro,love chose feature adult
comments,fr,comments
ahora te entiendo rosalia,es,Now I understand you Rosalia
de que hablas calvinklein,es,What are you talking about Calvinklein
jaw still floor,sv,jaw still floor
para los que decían que rosalía era lesbiana jajajaj,es,For those who said Rosalía was lesbiana jajaj
please tell say,en,please tell say
old lip,et,old lip
yes chef,en,yes chef
oh good lord,cy,oh good lord
gesù giuseppe e maria,it,Jesus Joseph and Mary
feral,ca,feral
win,pl,win
would watch video,en,would watch video
proud starring ad,en,proud starring ad
yes chef,cy,Yes chef
choked,sk,choked
gurl,id,gurl
jk dony comerciales,es,JK Dony Commercial
yes chef,cy,Yes chef
en mouvement,fr,moving
vabbè dai manco fa così però eh,it,"oh well come on, though though eh"
basta jeremy,hr,Basta Jeremy
voy comentar lo que pienso porque directamente cierran la cuenta,es,I will comment on what I think because they directly close the account
oh really said us make girlies,en,oh really said us make girlies
buen provecho rosalía,sk,A good benefit Rosalia
sono ricaduta vederlo per caso eh,it,I fell back to see it by chance eh
ay papito lindo querido,es,Oh beautiful dear daddy
wow,pl,wow
nah un vídeo así con jk hubiera sido mejor,es,nah such a video with JK would have been better
uellà,ca,ull
actually almost passed,en,actually almost passed
rosalia siempre te entendí,es,Rosalia I always understood you
tears,en,tears
whoever came entire shoot needs raise,en,whoever came entire shoot needs raise
merci calvin klein pour ce merveilleux cadeau,fr,Thank you Calvin Klein for this wonderful gift
yes exactly,en,yes exactly
ovviamente te lo avevo già mandato su whatsapp,it,Obviously I had already sent it to you on WhatsApp
soooo gon say orrrrr,so,soooo gon say orrrrr
yed chef,cy,Yed chef
et bon weekend,nl,and have a good weekend
somehow long enough,en,somehow long enough
think got pregnant video,en,think got pregnant video
killing shoot needs often ong type shii,en,killing shoot needs often ong type shii
jeremy non farmi questo,fr,Jeremy don't do this
good thing davids home,en,good thing davids home
well,cy,well
haha je suis en boucle sur cette pub,fr,haha I'm looped on this ad
bear rewatch anyone,en,bear rewatch anyone
lol,es,lol
oh hi babe,so,oh hi babe
wow,pl,wow
muda,id,Time
real jajajajaja,sl,real hahahaha
yes chef,cy,Yes chef
bahaya cok cok,so,very much
stopppppp,it,stoppppp
read comments,en,read comments
ready,en,ready
yes finally ad relate cannot count many times ran around pull ups underwear roof tops,en,yes finally ad relate cannot count many times ran around pull ups underwear roof tops
read comments,en,read comments
ok compro subito le mutande,it,ok I buy the underpants immediately
stop,cs,stop
el like de la es el más importante,es,The Like of the is the most important
agree loved since shameless keeps getting even hotter,en,agree loved since shameless keeps getting even hotter
please,en,please
grrrrbear right,en,grrrrbear right
te entiendo rosalia,es,I understand you Rosalia
ok desmayé,tr,Ok I fainted
jajajaja amiga,et,hahahaha friend
better man,no,better man
eita como rosalia ta passando bem,pt,Eita as Rosalia is doing well
okeeeeyyy con altura,fi,Okeeeeyy with height
quante volte posso mettere il like,it,How many times can I put the like
si chef,it,Yes chef
rosalía te miro te observo te analizo te respeto,es,"Rosalia looked at you, I observe you, I respect you"
pos buenos días,es,pos good morning
yes chef,cy,Yes chef
watched realize starving,en,watched realize starving
mi patrona,it,my patron
could stripped,en,could stripped
yes chef,cy,Yes chef
playing hour point,en,playing hour point
buenos días que vivan los hombres,es,good morning men live
immensely jealous rosalia right,fi,immensely jealous rosalia right
many times watched yes,en,many times watched yes
free,no,free
madre mía,es,My mother
well let watch one time,en,well let watch one time
yes,tr,yes
motivation,it,motivation
yes chef,cy,Yes chef
begun,id,begun
please aldis hodge next thanks concerned person,en,please aldis hodge next thanks concerned person
quanto è,it,how much it is
need pickmeup,en,need pickmeup
classic beautiful gawd damn,en,classic beautiful gawd damn
rosi te entiendo pasa mi también,es,"Rosi I understand you, myself happens too"
porca paletta,it,Porca Paletta
gnawing iron bars enclosure,en,gnawing iron bars enclosure
good lord,so,good lord
masculinity back look like questions,en,masculinity back look like questions
santo deus de misericórdia,pt,Holy God of Mercy
ok rosalia get,hu,ok rosalia get
tended postop wounds thread best distraction,en,tended postop wounds thread best distraction
w w mindblowing,pl,w w mindblowing
shame unavailable due scheduling complications namely trip miami mega yacht supermodels glad settled someone similar looking show appreciation consideration extends far juggling many calls act similar ads formally apologized unavailability billion dollar donation calvin klein use charity,en,shame unavailable due scheduling complications namely trip miami mega yacht supermodels glad settled someone similar looking show appreciation consideration extends far juggling many calls act similar ads formally apologized unavailability billion dollar donation calvin klein use charity
christ many decades going use recipe sell underwear one buys,en,christ many decades going use recipe sell underwear one buys
que risa que hace unas semanas había algunos fans de la rosalía diciendo que había cambiado su ex por un ahora algunos de esos fans andan comentando que jeremy está guapo jajajaja,es,What laughs that a few weeks ago there were some fans of the Rosalia saying that he had changed his ex for a now some of those fans are commenting that Jeremy is handsome hahahaha
woke song head,af,woke song head
amén,hu,amen
damn lip grown grown,pl,damn lip grown grown
ho caldo,pt,I'm hot
ohh mannn,cy,Ohhh mantra
ayuda puedo dejar de verlo,es,Help can stop seeing it
es el novio de,es,is the boyfriend of
video,lv,video
never enough,no,never enough
ahhhh love,sk,Ahhhh love
meditate,it,meditate
lit,sq,lit
ahora entiendo el cambio,es,Now I understand the change
thank confirmation,en,thank confirmation
damn,id,damn
amamos nós temos,lt,We love we have
yes chef,cy,Yes chef
ad needs golden globe recognition absolute artistic genius,en,ad needs golden globe recognition absolute artistic genius
like,et,like
need,af,need
osea muero,pt,I mean dying
quante volte posso innamorarmi ancora,it,How many times can I fall in love again
alstublieft,nl,Please
lip,tl,lip
yes chef indeed,nl,yes chef indeed
nota de um real nunca esteve tão valorizada meus parabéns,pt,Real note has never been so valued my congratulations
si ehh,et,Si ehh
rauw mucho mejor,pl,Rauw much better
que bien come rosalia,es,how well eat Rosalia
woof woof woof woof woof,af,woof woof woof woof woof
quantas vezes você viu esse vídeo sim,pt,How many times have you seen this video yes
arrive home,en,arrive home
many times yes,tr,many times yes
desayunado auxilio,es,Breakfast help
love song,no,love song
yes chef,cy,Yes chef
yes chef,en,yes chef
left crumbs,ro,left crumbs
cuanto cuesta,es,how much does it cost
damn song damn man,sv,damn song damn man
eres sabia,ca,You are wise
que bien come,es,How well eat
te entiendo rosalia,es,I understand you Rosalia
ay señor ten piedad,es,Oh Lord Ten Piedad
want framed permanent loop bedroom,nl,want framed permanent loop bedroom
flip,da,flip
verá diste en el,af,You will see you in the
actually,en,actually
sì,vi,Yes
good morning,en,good morning
presa nesse vídeo,pt,Arrested in this video
chef subió la temperatura de enero,es,chef rose the temperature of January
loop day,so,loop day
il tuo glowup,it,Your Glowup
view shop icon wayyyyyyy,en,view shop icon wayyyyyyy
rosalía si real liking,et,Rosalia Si Real Liking
así da gusto empezar el año,es,This is nice to start the year
god save,hr,god save
q dios lo guarde,es,What God save it
oh god,cy,oh god
calvin ads want see,en,calvin ads want see
bro forgot pants,en,bro forgot pants
keeee,et,keeee
el paquete de jeremy directo en la cámara,es,The direct Jeremy package in the camera
across rei yet,cy,across rei yet
yes chef,cy,Yes chef
loved since lip shameless,en,loved since lip shameless
ooft,af,fruit
obligeeeyyy lip,no,obligeeeyyy lip
girl,tr,girl
yes,tr,yes
way start thank may please,en,way start thank may please
я наче дивилась це вічність,uk,I seem to be watching this eternity
serve,no,serve
get comfortable,da,get comfortable
oh god,cy,oh god
play play,tl,play play
phone died long,af,phone died long
lord lord lord,es,lord lord lord
caught,en,caught
ay,tl,Ay
bahaha facts,so,bahaha facts
el novio de la motomami,es,Motomami's boyfriend
boyfriend believes jeremy indeed hot,da,boyfriend believes jeremy indeed hot
understand,de,understand
prossima volta che andiamo ballare,it,next time we go dancing
ask pipes anything,tl,ask pipes anything
merry christmas,en,merry christmas
grazie per questo regalo,it,thanks for this gift
die,af,die
las medias son calvin,es,The stockings are Calvin
yes chef,cy,Yes chef
many times watch,en,many times watch
happy new year,en,happy new year
rosalía know mija,pl,rosalía know mija
dios mío puedo,es,My God can
know like,pl,know like
whose roman empire,en,whose roman empire
omfg,no,omfg
need minute,et,need minute
yes chef,en,yes chef
join club,fi,join club
ja,fi,and
everything work art,en,everything work art
wow incredible treat friday morning lip gallagher grown,en,wow incredible treat friday morning lip gallagher grown
rosalia vivendo só de pau e agua,es,Rosalia living only in wood and water
poi smetto,it,Then I stop
oh good heavens,en,oh good heavens
good god,cy,good god
looks like greek god,af,looks like greek god
ayyy chef,cy,Ayyy chef
master class social media engagement thank,en,master class social media engagement thank
limit exist,ro,limit exist
pregnant,it,pregnant
yes,tr,yes
bae,id,bae
please,en,please
started well,en,started well
sorry said rosalia bae please,es,sorry said rosalia bae please
perfect,ca,perfect
ummm ya,sw,Ummm me
chefs,cy,chefs
te entiendo hermana,nl,I understand you sister
yessss jeff,hu,yessss jeff
gyat,hu,Known
siempre te entendí rosalía,es,I always understood Rosalia
yes chef,en,yes chef
que rico esta comiendo,es,how rich he is eating
ai homem paraaaaa eu tou louca,pt,Ai man Paraaaaa i'm crazy
loop,et,loop
stretch breaks,sv,stretch breaks
es guapoes atractivo sensual,es,He is Guapoes Sensual Attractive
feeling,nl,feeling
good lord almighty,en,good lord almighty
que bien que come,es,how well eat
oh thank much,en,oh thank much
ok father,en,ok father
yeah guy also made pregnant,es,yeah guy also made pregnant
yes,tr,yes
daddy,cy,daddy
dear calvin klein salute well everything,en,dear calvin klein salute well everything
something purring,en,something purring
thank,en,thank
jesus,hr,jesus
lip forever,da,lip forever
che caldo signore,it,what a warm lord
would thought way back shameless started,en,would thought way back shameless started
day,so,day
comments,fr,comments
rosália lucky laaadyyy,so,ROSALIA LUCKY LAADYYY
hun face gene wilder,de,she face gene wilder
one please,en,one please
boiiiiiiiii,so,Bo ^
post comments,fr,post comments
cómo dejo de ver esto puedo dejar de ver este video,es,How I stop seeing this I can stop watching this video
sweating,en,sweating
knew fabulousness residing underneath apron,en,knew fabulousness residing underneath apron
feel like right,af,feel like right
yesssssss,fi,yesssssss
vorglühen für unser date mit lisa,de,Pre -glow for our date with Lisa
ganz genau,de,precisely
loop,et,loop
okay body upclose shots face,en,okay body upclose shots face
even wearing kind underwear,af,even wearing kind underwear
